
5,CHARLEMONT PLACE,Charlemont Street,53.330662,-6.260177,OPEN,24,16,2018-03-12 19:55:19,
97,KILMAINHAM GAOL,Kilmainham Gaol,53.342113,-6.310015,OPEN,31,9,2018-03-12 19:50:05,
61,HARDWICKE PLACE,Hardwicke Place,53.357043,-6.263232,OPEN,6,19,2018-03-12 19:51:19,
77,WOLFE TONE STREET,Wolfe Tone Street,53.348875,-6.267459,OPEN,6,23,2018-03-12 19:53:51,
73,FRANCIS STREET,Francis Street,53.342081,-6.275233,OPEN,21,9,2018-03-12 19:51:15,
4,GREEK STREET,Greek Street,53.346874,-6.272976,OPEN,1,19,2018-03-12 19:54:23,
49,GUILD STREET,Guild Street,53.347932,-6.240928,OPEN,29,11,2018-03-12 19:51:31,
19,HERBERT PLACE,Herbert Place,53.334432,-6.245575,OPEN,16,14,2018-03-12 19:53:14,
7,HIGH STREET,High Street,53.343565,-6.275071,OPEN,13,16,2018-03-12 19:55:09,
60,NORTH CIRCULAR ROAD,North Circular Road,53.359624,-6.260348,OPEN,30,0,2018-03-12 19:51:37,
102,WESTERN WAY,Western Way,53.354929,-6.269425,OPEN,7,33,2018-03-12 19:52:19,
38,TALBOT STREET,Talbot Street,53.350974,-6.25294,OPEN,32,8,2018-03-12 19:54:43,
53,NEWMAN HOUSE,Newman House,53.337132,-6.26059,OPEN,0,40,2018-03-12 19:49:35,
58,SIR PATRICK DUN'S,Sir Patrick's Dun,53.339218,-6.240642,OPEN,0,40,2018-03-12 19:52:40,
66,NEW CENTRAL BANK,New Central Bank,53.347122,-6.234749,OPEN,16,24,2018-03-12 19:54:52,
101,KING STREET NORTH,King Street North,53.350291,-6.273507,OPEN,8,22,2018-03-12 19:50:15,
47,HERBERT STREET,Herbert Street,53.335742,-6.24551,OPEN,0,40,2018-03-12 19:48:48,
